12        全球变化与海气相互作用21          xx所        某洋南部  GASI-02-IND-STSsum            海测330120160721135901-0800  102   路人甲                   GPS探空仪 CF-06-A
22STC083  120160721150250 074419.07S 1042802.36E  616010.401-9-9.99-81.262  112.182  15.101   6.682 113.401 
22STC083  120160721150251 074419.07S 1042802.06E  616014.901-9-9.99-81.312  112.092  15.101   6.762 113.701 
22STC083  120160721150252 074419.10S 1042801.73E  616019.501-9-9.99-81.352  112.002  15.101   6.862 113.701 
22STC083  120160721150253 074419.18S 1042801.40E  616024.101-9-9.99-81.392  111.902  15.101   6.962 113.701 
22STC083  120160721150254 074419.25S 1042801.10E  616028.701-9-9.99-81.432  111.812  15.101   7.052 113.601 
22STC083  120160721150255 074419.32S 1042800.69E  616033.201-9-9.99-81.472  111.722  15.001   7.142 113.501 
22STC083  120160721150256 074419.36S 1042800.30E  616037.601-9-9.99-81.512  111.642  15.001   7.242 113.101 
22STC083  120160721150257 074419.43S 1042759.89E  616041.801-9-9.99-81.552  111.552  15.001   7.322 112.801 
22STC083  120160721150258 074419.50S 1042759.48E  616045.901-9-9.99-81.582  111.472  15.001   7.392 112.601 
22STC083  120160721150259 074419.54S 1042759.04E  616050.001-9-9.99-81.622  111.392  15.001   7.462 112.401 
22STC083  120160721150300 074419.57S 1042758.68E  616054.101-9-9.99-81.652  111.312  14.901   7.542 112.101 
22STC083  120160721150301 074419.57S 1042758.33E  616058.101-9-9.99-81.682  111.232  14.901   7.612 111.801 
22STC083  120160721150302 074419.57S 1042757.97E  616062.101-9-9.99-81.722  111.152  14.901   7.692 111.401 
22STC083  120160721150303 074419.54S 1042757.56E  616066.201-9-9.99-81.752  111.072  14.901   7.762 111.101 
22STC083  120160721150304 074419.54S 1042757.20E  616070.201-9-9.99-81.782  110.992  14.801   7.832 110.801 
22STC083  120160721150305 074419.54S 1042756.76E  616074.301-9-9.99-81.812  110.912  14.801   7.902 110.401 
22STC083  120160721150306 074419.57S 1042756.35E  616078.401-9-9.99-81.842  110.832  14.801   7.962 110.101 
22STC083  120160721150307 074419.61S 1042755.91E  616082.401-9-9.99-81.872  110.762  14.801   8.042 109.701 
22STC083  120160721150308 074419.68S 1042755.47E  616086.501-9-9.99-81.892  110.682  14.701   8.102 109.401 
22STC083  120160721150309 074419.75S 1042755.03E  616090.601-9-9.99-81.922  110.592  14.701   8.172 109.001 
22STC083  120160721150310 074419.82S 1042754.67E  616094.801-9-9.99-81.932  110.512  14.701   8.232 108.601 
22STC083  120160721150311 074419.86S 1042754.29E  616099.201-9-9.99-81.952  110.432  14.701   8.322 108.001 
22STC083  120160721150312 074419.90S 1042753.93E  616103.501-9-9.99-81.962  110.342  14.601   8.402 107.401 
22STC083  120160721150313 074419.97S 1042753.52E  616107.901-9-9.99-81.972  110.262  14.601   8.462 106.901 
22STC083  120160721150314 074420.04S 1042753.14E  616112.301-9-9.99-81.972  110.172  14.601   8.522 106.401 
22STC083  120160721150315 074420.08S 1042752.70E  616116.601-9-9.99-81.972  110.092  14.601   8.582 105.801 
22STC083  120160721150316 074420.08S 1042752.23E  616120.801-9-9.99-81.972  110.002  14.601   8.632 105.301 
22STC083  120160721150317 074420.15S 1042751.76E  616125.001-9-9.99-81.972  109.922  14.501   8.682 104.801 
22STC083  120160721150318 074420.22S 1042751.27E  616129.001-9-9.99-81.972  109.842  14.501   8.702 104.401 
22STC083  120160721150319 074420.26S 1042750.77E  616133.101-9-9.99-81.972  109.762  14.501   8.722 104.101 
22STC083  120160721150320 074420.33S 1042750.28E  616137.201-9-9.99-81.972  109.692  14.501   8.782 103.501 
22STC083  120160721150321 074420.36S 1042749.81E  616141.401-9-9.99-81.982  109.602  14.501   8.822 103.101 
22STC083  120160721150322 074420.44S 1042749.40E  616145.601-9-9.99-81.982  109.522  14.401   8.872 102.501 
22STC083  120160721150323 074420.54S 1042748.96E  616149.801-9-9.99-81.992  109.442  14.401   8.912 102.101 
22STC083  120160721150324 074420.62S 1042748.52E  616154.101-9-9.99-82.002  109.362  14.401   8.952 101.701 
22STC083  120160721150325 074420.69S 1042748.11E  616158.401-9-9.99-82.012  109.272  14.401   8.982 101.301 
22STC083  120160721150326 074420.80S 1042747.67E  616162.801-9-9.99-82.032  109.192  14.301   9.032 100.901 
22STC083  120160721150327 074420.90S 1042747.20E  616167.201-9-9.99-82.042  109.102  14.301   9.062 100.601 
22STC083  120160721150328 074420.98S 1042746.76E  616171.601-9-9.99-82.072  109.022  14.301   9.102 100.201 
22STC083  120160721150329 074421.05S 1042746.30E  616176.001-9-9.99-82.092  108.932  14.301   9.152  99.801 
22STC083  120160721150330 074421.12S 1042745.83E  616180.401-9-9.99-82.122  108.852  14.301   9.202  99.401 
22STC083  120160721150331 074421.19S 1042745.36E  616184.801-9-9.99-82.152  108.762  14.201   9.252  99.101 
22STC083  120160721150332 074421.30S 1042744.92E  616189.301-9-9.99-82.182  108.682  14.201   9.292  98.801 
22STC083  120160721150333 074421.41S 1042744.46E  616193.801-9-9.99-82.212  108.592  14.201   9.332  98.501 
22STC083  120160721150334 074421.48S 1042743.99E  616198.301-9-9.99-82.252  108.502  14.201   9.382  98.201 
22STC083  120160721150335 074421.55S 1042743.55E  616202.801-9-9.99-82.282  108.422  14.201   9.422  97.901 
22STC083  120160721150336 074421.66S 1042743.08E  616207.201-9-9.99-82.322  108.332  14.101   9.432  97.801 
22STC083  120160721150337 074421.73S 1042742.62E  616211.601-9-9.99-82.352  108.252  14.101   9.462  97.701 
22STC083  120160721150338 074421.80S 1042742.12E  616215.901-9-9.99-82.382  108.162  14.101   9.482  97.601 
22STC083  120160721150339 074421.88S 1042741.65E  616220.201-9-9.99-82.422  108.082  14.101   9.522  97.501 
22STC083  120160721150340 074421.98S 1042741.19E  616224.501-9-9.99-82.452  108.002  14.001   9.562  97.501 
22STC083  120160721150341 074422.06S 1042740.72E  616228.801-9-9.99-82.492  107.922  14.001   9.602  97.501 
22STC083  120160721150342 074422.16S 1042740.25E  616233.001-9-9.99-82.522  107.832  14.001   9.632  97.501 
22STC083  120160721150343 074422.24S 1042739.81E  616237.401-9-9.99-82.562  107.752  14.001   9.672  97.501 
22STC083  120160721150344 074422.34S 1042739.38E  616241.701-9-9.99-82.592  107.672  14.001   9.712  97.501 
22STC083  120160721150345 074422.45S 1042738.91E  616246.201-9-9.99-82.632  107.582  14.001   9.752  97.601 
22STC083  120160721150346 074422.56S 1042738.44E  616250.601-9-9.99-82.672  107.502  13.901   9.772  97.801 
22STC083  120160721150347 074422.63S 1042737.95E  616255.001-9-9.99-82.702  107.412  13.901   9.822  97.901 
22STC083  120160721150348 074422.70S 1042737.40E  616259.501-9-9.99-82.742  107.332  13.901   9.872  98.001 
22STC083  120160721150349 074422.78S 1042736.88E  616264.001-9-9.99-82.782  107.242  13.901   9.942  98.001 
22STC083  120160721150350 074422.88S 1042736.33E  616268.601-9-9.99-82.822  107.152  13.801  10.002  98.201 
22STC083  120160721150351 074422.96S 1042735.78E  616273.201-9-9.99-82.852  107.072  13.801  10.052  98.401 
22STC083  120160721150352 074423.03S 1042735.31E  616277.801-9-9.99-82.892  106.982  13.801  10.112  98.601 
22STC083  120160721150353 074423.10S 1042734.84E  616282.401-9-9.99-82.932  106.892  13.801  10.172  98.801 
22STC083  120160721150354 074423.17S 1042734.40E  616287.001-9-9.99-82.962  106.802  13.701  10.232  99.001 
22STC083  120160721150355 074423.28S 1042733.99E  616291.701-9-9.99-83.002  106.712  13.701  10.272  99.301 
22STC083  120160721150356 074423.39S 1042733.52E  616296.301-9-9.99-83.042  106.632  13.701  10.342  99.501 
22STC083  120160721150357 074423.46S 1042733.06E  616301.001-9-9.99-83.082  106.542  13.701  10.392  99.801 
22STC083  120160721150358 074423.53S 1042732.54E  616305.601-9-9.99-83.132  106.452  13.701  10.452 100.001 
22STC083  120160721150359 074423.60S 1042732.04E  616310.301-9-9.99-83.172  106.362  13.601  10.502 100.301 
22STC083  120160721150400 074423.64S 1042731.46E  616314.901-9-9.99-83.202  106.272  13.601  10.562 100.601 
22STC083  120160721150401 074423.68S 1042730.97E  616319.401-9-9.99-83.242  106.192  13.501  10.612 100.801 
22STC083  120160721150402 074423.71S 1042730.42E  616324.001-9-9.99-83.282  106.102  13.501  10.672 101.101 
22STC083  120160721150403 074423.78S 1042729.93E  616328.501-9-9.99-83.322  106.022  13.501  10.722 101.301 
22STC083  120160721150404 074423.86S 1042729.40E  616332.801-9-9.99-83.362  105.932  13.501  10.782 101.601 
22STC083  120160721150405 074423.89S 1042728.94E  616337.001-9-9.99-83.402  105.852  13.401  10.822 101.901 
22STC083  120160721150406 074423.96S 1042728.47E  616341.201-9-9.99-83.452  105.782  13.401  10.892 102.101 
22STC083  120160721150407 074424.00S 1042728.00E  616345.401-9-9.99-83.492  105.702  13.401  10.942 102.301 
22STC083  120160721150408 074424.04S 1042727.45E  616349.701-9-9.99-83.532  105.622  13.401  10.992 102.601 
22STC083  120160721150409 074424.07S 1042726.96E  616353.901-9-9.99-83.572  105.532  13.301  11.052 102.701 
22STC083  120160721150410 074424.07S 1042726.38E  616358.301-9-9.99-83.612  105.452  13.301  11.102 102.901 
22STC083  120160721150411 074424.11S 1042725.81E  616362.801-9-9.99-83.662  105.372  13.201  11.172 103.001 
22STC083  120160721150412 074424.11S 1042725.29E  616367.301-9-9.99-83.702  105.282  13.201  11.212 103.101 
22STC083  120160721150413 074424.14S 1042724.74E  616371.801-9-9.99-83.742  105.202  13.201  11.262 103.201 
22STC083  120160721150414 074424.22S 1042724.24E  616376.201-9-9.99-83.772  105.122  13.201  11.312 103.201 
22STC083  120160721150415 074424.25S 1042723.75E  616380.501-9-9.99-83.812  105.032  13.101  11.352 103.201 
22STC083  120160721150416 074424.29S 1042723.28E  616384.801-9-9.99-83.842  104.952  13.101  11.382 103.101 
22STC083  120160721150417 074424.36S 1042722.76E  616388.901-9-9.99-83.872  104.882  13.101  11.412 103.001 
22STC083  120160721150418 074424.40S 1042722.24E  616393.101-9-9.99-83.912  104.802  13.001  11.432 102.801 
22STC083  120160721150419 074424.47S 1042721.66E  616397.201-9-9.99-83.942  104.722  13.001  11.442 102.701 
22STC083  120160721150420 074424.47S 1042721.06E  616401.401-9-9.99-83.972  104.642  13.001  11.452 102.501 
22STC083  120160721150421 074424.47S 1042720.48E  616405.601-9-9.99-84.012  104.562  12.901  11.482 102.201 
22STC083  120160721150422 074424.47S 1042719.96E  616409.801-9-9.99-84.042  104.482  12.901  11.492 101.901 
22STC083  120160721150423 074424.50S 1042719.41E  616414.001-9-9.99-84.072  104.412  12.901  11.512 101.601 
22STC083  120160721150424 074424.54S 1042718.86E  616418.201-9-9.99-84.112  104.332  12.901  11.532 101.301 
22STC083  120160721150425 074424.61S 1042718.36E  616422.401-9-9.99-84.142  104.252  12.801  11.542 101.101 
22STC083  120160721150426 074424.68S 1042717.87E  616426.601-9-9.99-84.182  104.172  12.801  11.582 100.701 
22STC083  120160721150427 074424.76S 1042717.35E  616430.901-9-9.99-84.212  104.092  12.801  11.582 100.401 
22STC083  120160721150428 074424.79S 1042716.83E  616435.201-9-9.99-84.242  104.012  12.801  11.592 100.101 
22STC083  120160721150429 074424.86S 1042716.28E  616439.501-9-9.99-84.272  103.932  12.801  11.602  99.801 
22STC083  120160721150430 074424.90S 1042715.70E  616443.801-9-9.99-84.292  103.852  12.801  11.602  99.501 
22STC083  120160721150431 074424.94S 1042715.15E  616448.101-9-9.99-84.322  103.772  12.701  11.592  99.201 
22STC083  120160721150432 074425.01S 1042714.63E  616452.501-9-9.99-84.342  103.692  12.701  11.592  98.901 
22STC083  120160721150433 074425.08S 1042714.08E  616457.001-9-9.99-84.372  103.602  12.701  11.592  98.701 
22STC083  120160721150434 074425.19S 1042713.58E  616461.501-9-9.99-84.392  103.522  12.601  11.592  98.401 
22STC083  120160721150435 074425.33S 1042713.06E  616466.001-9-9.99-84.422  103.442  12.601  11.602  98.101 
22STC083  120160721150436 074425.44S 1042712.60E  616470.401-9-9.99-84.432  103.352  12.601  11.612  97.901 
22STC083  120160721150437 074425.55S 1042712.13E  616474.901-9-9.99-84.452  103.272  12.601  11.612  97.601 
22STC083  120160721150438 074425.66S 1042711.63E  616479.301-9-9.99-84.462  103.192  12.601  11.642  97.301 
22STC083  120160721150439 074425.76S 1042711.11E  616483.701-9-9.99-84.482  103.112  12.501  11.672  96.801 
22STC083  120160721150440 074425.84S 1042710.62E  616488.001-9-9.99-84.492  103.032  12.501  11.692  96.501 
22STC083  120160721150441 074425.91S 1042710.04E  616492.401-9-9.99-84.502  102.952  12.501  11.712  96.101 
22STC083  120160721150442 074425.98S 1042709.46E  616496.701-9-9.99-84.522  102.872  12.501  11.732  95.701 
22STC083  120160721150443 074426.05S 1042708.86E  616501.001-9-9.99-84.522  102.792  12.501  11.772  95.201 
22STC083  120160721150444 074426.12S 1042708.26E  616505.301-9-9.99-84.522  102.712  12.501  11.822  94.801 
22STC083  120160721150445 074426.23S 1042707.68E  616509.601-9-9.99-84.512  102.632  12.501  11.872  94.301 
22STC083  120160721150446 074426.30S 1042707.13E  616513.901-9-9.99-84.482  102.552  12.401  11.942  93.901 
22STC083  120160721150447 074426.41S 1042706.64E  616518.201-9-9.99-84.432  102.472  12.401  12.022  93.501 
22STC083  120160721150448 074426.52S 1042706.17E  616522.501-9-9.99-84.372  102.392  12.401  12.132  92.901 
22STC083  120160721150449 074426.66S 1042705.65E  616526.801-9-9.99-84.332  102.312  12.401  12.222  92.501 
22STC083  120160721150450 074426.74S 1042705.18E  616531.101-9-9.99-84.312  102.232  12.401  12.322  92.001 
22STC083  120160721150451 074426.84S 1042704.69E  616535.401-9-9.99-84.312  102.152  12.401  12.432  91.601 
22STC083  120160721150452 074426.92S 1042704.14E  616539.801-9-9.99-84.332  102.072  12.401  12.542  91.101 
22STC083  120160721150453 074426.99S 1042703.56E  616544.201-9-9.99-84.362  101.992  12.401  12.662  90.701 
22STC083  120160721150454 074427.06S 1042702.93E  616548.601-9-9.99-84.402  101.912  12.401  12.782  90.201 
22STC083  120160721150455 074427.13S 1042702.30E  616553.101-9-9.99-84.442  101.832  12.401  12.902  89.801 
22STC083  120160721150456 074427.20S 1042701.66E  616557.601-9-9.99-84.472  101.752  12.401  13.042  89.401 
22STC083  120160721150457 074427.28S 1042701.03E  616562.101-9-9.99-84.502  101.672  12.401  13.182  89.001 
22STC083  120160721150458 074427.42S 1042700.46E  616566.601-9-9.99-84.512  101.582  12.401  13.332  88.601 
22STC083  120160721150459 074427.60S 1042659.85E  616571.101-9-9.99-84.492  101.502  12.401  13.482  88.101 
22STC083  120160721150500 074427.78S 1042659.30E  616575.501-9-9.99-84.452  101.422  12.401  13.622  87.701 
22STC083  120160721150501 074427.96S 1042658.78E  616580.001-9-9.99-84.362  101.342  12.401  13.782  87.301 
22STC083  120160721150502 074428.18S 1042658.23E  616584.501-9-9.99-84.232  101.262  12.501  13.952  86.801 
22STC083  120160721150503 074428.36S 1042657.65E  616588.901-9-9.99-84.082  101.182  12.401  14.112  86.301 
22STC083  120160721150504 074428.54S 1042657.05E  616593.401-9-9.99-83.932  101.102  12.501  14.252  85.901 
22STC083  120160721150505 074428.68S 1042656.39E  616597.801-9-9.99-83.782  101.022  12.501  14.422  85.401 
22STC083  120160721150506 074428.79S 1042655.76E  616602.301-9-9.99-83.642  100.942  12.501  14.592  85.001 
22STC083  120160721150507 074428.97S 1042655.07E  616606.701-9-9.99-83.532  100.852  12.501  14.762  84.501 
22STC083  120160721150508 074429.15S 1042654.39E  616611.201-9-9.99-83.422  100.772  12.501  14.922  84.101 
22STC083  120160721150509 074429.33S 1042653.67E  616615.601-9-9.99-83.312  100.692  12.601  15.092  83.701 
22STC083  120160721150510 074429.54S 1042652.99E  616620.101-9-9.99-83.182  100.612  12.601  15.252  83.301 
22STC083  120160721150511 074429.76S 1042652.33E  616624.501-9-9.99-83.022  100.542  12.601  15.412  82.901 
22STC083  120160721150512 074429.98S 1042651.69E  616629.001-9-9.99-82.852  100.452  12.601  15.572  82.501 
22STC083  120160721150513 074430.19S 1042651.01E  616633.501-9-9.99-82.672  100.372  12.601  15.732  82.201 
22STC083  120160721150514 074430.41S 1042650.35E  616637.901-9-9.99-82.522  100.302  12.601  15.872  81.901 
22STC083  120160721150515 074430.59S 1042649.66E  616642.401-9-9.99-82.412  100.222  12.701  16.012  81.601 
22STC083  120160721150516 074430.77S 1042648.98E  616646.801-9-9.99-82.332  100.142  12.701  16.152  81.401 
22STC083  120160721150517 074430.95S 1042648.26E  616651.301-9-9.99-82.292  100.062  12.701  16.262  81.201 
22STC083  120160721150518 074431.16S 1042647.55E  616655.801-9-9.99-82.272   99.982  12.701  16.372  81.001 
22STC083  120160721150519 074431.42S 1042646.78E  616660.301-9-9.99-82.252   99.902  12.801  16.482  80.801 
22STC083  120160721150520 074431.70S 1042646.04E  616664.801-9-9.99-82.242   99.822  12.801  16.582  80.601 
22STC083  120160721150521 074431.99S 1042645.35E  616669.401-9-9.99-82.222   99.742  12.801  16.662  80.401 
22STC083  120160721150522 074432.24S 1042644.64E  616673.901-9-9.99-82.212   99.662  12.801  16.712  80.301 
22STC083  120160721150523 074432.50S 1042643.92E  616678.401-9-9.99-82.202   99.582  12.901  16.782  80.201 
22STC083  120160721150524 074432.71S 1042643.18E  616682.901-9-9.99-82.192   99.502  12.901  16.832  80.001 
22STC083  120160721150525 074432.93S 1042642.49E  616687.401-9-9.99-82.192   99.422  12.901  16.872  79.901 
22STC083  120160721150526 074433.11S 1042641.81E  616691.801-9-9.99-82.202   99.342  13.001  16.912  79.801 
22STC083  120160721150527 074433.29S 1042641.15E  616696.301-9-9.99-82.212   99.262  13.001  16.932  79.601 
22STC083  120160721150528 074433.50S 1042640.41E  616700.801-9-9.99-82.222   99.182  13.001  16.962  79.501 
22STC083  120160721150529 074433.72S 1042639.69E  616705.301-9-9.99-82.242   99.102  13.001  16.972  79.401 
22STC083  120160721150530 074434.01S 1042639.01E  616709.701-9-9.99-82.262   99.022  13.101  16.992  79.301 
22STC083  120160721150531 074434.26S 1042638.29E  616714.201-9-9.99-82.292   98.952  13.101  17.032  79.201 
22STC083  120160721150532 074434.51S 1042637.60E  616718.601-9-9.99-82.312   98.872  13.101  17.032  79.101 
22STC083  120160721150533 074434.76S 1042636.89E  616723.001-9-9.99-82.342   98.792  13.101  17.032  79.001 
22STC083  120160721150534 074435.02S 1042636.18E  616727.401-9-9.99-82.382   98.712  13.101  17.032  79.001 
22STC083  120160721150535 074435.27S 1042635.49E  616731.801-9-9.99-82.422   98.642  13.201  17.032  78.901 
22STC083  120160721150536 074435.48S 1042634.78E  616736.301-9-9.99-82.462   98.562  13.201  17.032  78.801 
22STC083  120160721150537 074435.70S 1042634.03E  616740.801-9-9.99-82.502   98.482  13.201  17.032  78.801 
22STC083  120160721150538 074435.92S 1042633.32E  616745.301-9-9.99-82.542   98.402  13.201  17.042  78.701 
22STC083  120160721150539 074436.17S 1042632.61E  616749.801-9-9.99-82.572   98.322  13.201  17.032  78.601 
22STC083  120160721150540 074436.46S 1042631.92E  616754.201-9-9.99-82.602   98.242  13.201  17.032  78.601 
22STC083  120160721150541 074436.71S 1042631.26E  616758.601-9-9.99-82.632   98.172  13.301  17.022  78.501 
22STC083  120160721150542 074436.96S 1042630.60E  616763.001-9-9.99-82.662   98.092  13.301  17.002  78.401 
22STC083  120160721150543 074437.21S 1042629.91E  616767.301-9-9.99-82.682   98.022  13.301  16.982  78.301 
22STC083  120160721150544 074437.46S 1042629.23E  616771.601-9-9.99-82.712   97.942  13.301  16.962  78.201 
22STC083  120160721150545 074437.68S 1042628.57E  616775.901-9-9.99-82.742   97.872  13.301  16.942  78.101 
22STC083  120160721150546 074437.90S 1042627.85E  616780.301-9-9.99-82.782   97.792  13.301  16.922  78.001 
22STC083  120160721150547 074438.11S 1042627.14E  616784.601-9-9.99-82.812   97.712  13.301  16.882  77.801 
22STC083  120160721150548 074438.33S 1042626.40E  616789.001-9-9.99-82.852   97.642  13.301  16.832  77.701 
22STC083  120160721150549 074438.58S 1042625.66E  616793.401-9-9.99-82.892   97.562  13.301  16.812  77.501 
22STC083  120160721150550 074438.83S 1042624.97E  616797.701-9-9.99-82.932   97.492  13.301  16.782  77.401 
22STC083  120160721150551 074439.08S 1042624.26E  616802.001-9-9.99-82.972   97.412  13.301  16.712  77.201 
22STC083  120160721150552 074439.34S 1042623.57E  616806.401-9-9.99-83.002   97.342  13.301  16.672  77.001 
22STC083  120160721150553 074439.59S 1042622.88E  616810.601-9-9.99-83.042   97.262  13.401  16.642  76.801 
22STC083  120160721150554 074439.84S 1042622.17E  616814.801-9-9.99-83.072   97.192  13.301  16.572  76.701 
22STC083  120160721150555 074440.06S 1042621.45E  616818.901-9-9.99-83.102   97.122  13.401  16.482  76.601 
22STC083  120160721150556 074440.27S 1042620.77E  616823.001-9-9.99-83.132   97.052  13.401  16.412  76.401 
22STC083  120160721150557 074440.52S 1042620.00E  616827.101-9-9.99-83.162   96.982  13.301  16.332  76.201 
22STC083  120160721150558 074440.74S 1042619.28E  616831.201-9-9.99-83.192   96.912  13.401  16.252  76.001 
22STC083  120160721150559 074441.03S 1042618.57E  616835.501-9-9.99-83.222   96.832  13.401  16.162  75.801 
22STC083  120160721150600 074441.32S 1042617.80E  616839.801-9-9.99-83.252   96.762  13.401  16.082  75.601 
22STC083  120160721150601 074441.57S 1042617.11E  616844.301-9-9.99-83.292   96.682  13.401  16.002  75.301 
22STC083  120160721150602 074441.86S 1042616.43E  616848.701-9-9.99-83.322   96.602  13.401  15.922  75.101 
22STC083  120160721150603 074442.14S 1042615.80E  616853.101-9-9.99-83.352   96.532  13.401  15.842  74.801 
22STC083  120160721150604 074442.43S 1042615.14E  616857.501-9-9.99-83.382   96.452  13.401  15.772  74.401 
22STC083  120160721150605 074442.72S 1042614.53E  616861.701-9-9.99-83.402   96.382  13.501  15.692  74.101 
22STC083  120160721150606 074442.97S 1042613.93E  616865.801-9-9.99-83.402   96.312  13.501  15.642  73.601 
22STC083  120160721150607 074443.26S 1042613.27E  616869.801-9-9.99-83.382   96.242  13.501  15.572  73.201 
22STC083  120160721150608 074443.58S 1042612.58E  616873.901-9-9.99-83.352   96.172  13.501  15.492  72.701 
22STC083  120160721150609 074443.87S 1042611.90E  616877.901-9-9.99-83.292   96.102  13.601  15.402  72.201 
22STC083  120160721150610 074444.16S 1042611.26E  616882.001-9-9.99-83.212   96.032  13.601  15.342  71.601 
22STC083  120160721150611 074444.41S 1042610.58E  616886.001-9-9.99-83.132   95.962  13.601  15.282  71.001 
22STC083  120160721150612 074444.70S 1042609.95E  616890.201-9-9.99-83.032   95.892  13.701  15.222  70.401 
22STC083  120160721150613 074444.95S 1042609.40E  616894.401-9-9.99-82.922   95.822  13.701  15.172  69.701 
22STC083  120160721150614 074445.24S 1042608.85E  616898.601-9-9.99-82.802   95.752  13.801  15.112  69.001 
22STC083  120160721150615 074445.49S 1042608.30E  616902.801-9-9.99-82.632   95.682  13.901  15.072  68.301 
22STC083  120160721150616 074445.67S 1042607.80E  616907.101-9-9.99-82.412   95.602  13.901  15.022  67.601 
22STC083  120160721150617 074445.92S 1042607.25E  616911.401-9-9.99-82.102   95.532  14.001  14.982  66.901 
22STC083  120160721150618 074446.18S 1042606.73E  616915.601-9-9.99-81.802   95.462  14.001  14.942  66.201 
22STC083  120160721150619 074446.46S 1042606.10E  616919.801-9-9.99-81.432   95.392  14.101  14.942  65.401 
22STC083  120160721150620 074446.75S 1042605.47E  616924.001-9-9.99-81.022   95.322  14.101  14.912  64.701 
22STC083  120160721150621 074447.11S 1042604.78E  616928.201-9-9.99-80.572   95.252  14.201  14.902  64.001 
22STC083  120160721150622 074447.47S 1042604.10E  616932.401-9-9.99-80.062   95.182  14.301  14.912  63.201 
22STC083  120160721150623 074447.83S 1042603.44E  616936.601-9-9.99-79.502   95.112  14.401  14.922  62.501 
22STC083  120160721150624 074448.23S 1042602.83E  616940.901-9-9.99-78.922   95.042  14.401  14.942  61.701 
22STC083  120160721150625 074448.62S 1042602.26E  616945.201-9-9.99-78.362   94.962  14.501  14.962  60.901 
22STC083  120160721150626 074448.98S 1042601.68E  616949.601-9-9.99-77.852   94.892  14.601  15.022  60.101 
22STC083  120160721150627 074449.34S 1042601.13E  616954.001-9-9.99-77.402   94.822  14.701  15.042  59.301 
22STC083  120160721150628 074449.70S 1042600.61E  616958.501-9-9.99-76.992   94.752  14.801  15.062  58.501 
22STC083  120160721150629 074450.10S 1042600.06E  616962.901-9-9.99-76.602   94.672  14.801  15.082  57.701 
22STC083  120160721150630 074450.53S 1042559.48E  616967.301-9-9.99-76.242   94.602  14.901  15.082  56.801 
22STC083  120160721150631 074450.93S 1042558.91E  616971.601-9-9.99-75.902   94.532  15.001  15.072  55.901 
22STC083  120160721150632 074451.36S 1042558.30E  616975.801-9-9.99-75.582   94.462  15.101  15.052  55.001 
22STC083  120160721150633 074451.86S 1042557.70E  616980.001-9-9.99-75.282   94.402  15.201  15.012  54.101 
22STC083  120160721150634 074452.33S 1042557.06E  616984.201-9-9.99-74.992   94.332  15.301  14.962  53.201 
22STC083  120160721150635 074452.80S 1042556.49E  616988.401-9-9.99-74.732   94.262  15.501  14.882  52.301 
22STC083  120160721150636 074453.27S 1042555.91E  616992.801-9-9.99-74.512   94.192  15.601  14.822  51.401 
22STC083  120160721150637 074453.66S 1042555.33E  616997.101-9-9.99-74.352   94.122  15.701  14.732  50.401 
22STC083  120160721150638 074454.10S 1042554.76E  617001.501-9-9.99-74.232   94.052  15.801  14.602  49.501 
22STC083  120160721150639 074454.56S 1042554.24E  617005.901-9-9.99-74.162   93.982  15.901  14.522  48.601 
22STC083  120160721150640 074455.03S 1042553.66E  617010.301-9-9.99-74.122   93.912  16.001  14.412  47.701 
22STC083  120160721150641 074455.50S 1042553.11E  617014.801-9-9.99-74.112   93.842  16.101  14.292  46.901 
22STC083  120160721150642 074455.93S 1042552.53E  617019.401-9-9.99-74.122   93.762  16.301  14.162  46.001 
22STC083  120160721150643 074456.40S 1042551.98E  617024.201-9-9.99-74.142   93.692  16.401  14.042  45.201 
22STC083  120160721150644 074456.90S 1042551.46E  617029.001-9-9.99-74.162   93.612  16.501  13.922  44.301 
22STC083  120160721150645 074457.44S 1042550.94E  617033.901-9-9.99-74.162   93.532  16.601  13.762  43.501 
22STC083  120160721150646 074457.91S 1042550.47E  617038.701-9-9.99-74.152   93.452  16.701  13.642  42.701 
22STC083  120160721150647 074458.38S 1042550.06E  617043.401-9-9.99-74.122   93.382  16.801  13.522  41.901 
22STC083  120160721150648 074458.81S 1042549.62E  617048.101-9-9.99-74.052   93.312  17.001  13.392  41.101 
22STC083  120160721150649 074459.24S 1042549.24E  617052.601-9-9.99-73.942   93.232  17.101  13.272  40.401 
22STC083  120160721150650 074459.68S 1042548.85E  617057.201-9-9.99-73.812   93.162  17.201  13.142  39.601 
22STC083  120160721150651 074500.11S 1042548.50E  617061.701-9-9.99-73.662   93.092  17.301  13.012  38.801 
22STC083  120160721150652 074500.54S 1042548.14E  617066.301-9-9.99-73.512   93.022  17.401  12.882  38.101 
22STC083  120160721150653 074501.01S 1042547.81E  617070.701-9-9.99-73.362   92.952  17.501  12.752  37.401 
22STC083  120160721150654 074501.48S 1042547.51E  617075.201-9-9.99-73.202   92.882  17.601  12.632  36.601 
22STC083  120160721150655 074501.98S 1042547.15E  617079.701-9-9.99-73.022   92.812  17.701  12.502  35.901 
22STC083  120160721150656 074502.45S 1042546.77E  617084.201-9-9.99-72.822   92.742  17.801  12.372  35.201 
22STC083  120160721150657 074502.92S 1042546.46E  617088.601-9-9.99-72.602   92.672  17.901  12.252  34.601 
