12        全球变化与海气相互作用21          xx所        某洋南部  GASI-02-IND-STSsum            海测330120160721135901-0800  102   路人甲                   GPS探空仪 CF-06-A
22STC083  120160721141500 073454.52S 1043431.50E  6 3546.001-9-9.99  7.092  668.982  91.801  10.892 324.601 
22STC083  120160721141501 073454.80S 1043431.72E  6 3549.901-9-9.99  7.062  668.672  91.801  10.882 324.301 
22STC083  120160721141502 073455.09S 1043431.97E  6 3554.001-9-9.99  7.032  668.332  91.901  10.862 324.201 
22STC083  120160721141503 073455.38S 1043432.24E  6 3558.201-9-9.99  6.992  668.002  91.901  10.852 324.001 
22STC083  120160721141504 073455.70S 1043432.46E  6 3562.401-9-9.99  6.962  667.662  92.001  10.832 323.801 
22STC083  120160721141505 073455.99S 1043432.71E  6 3566.601-9-9.99  6.932  667.322  92.001  10.812 323.701 
22STC083  120160721141506 073456.28S 1043432.96E  6 3570.701-9-9.99  6.902  666.982  92.101  10.792 323.601 
22STC083  120160721141507 073456.60S 1043433.18E  6 3574.901-9-9.99  6.872  666.652  92.101  10.772 323.601 
22STC083  120160721141508 073456.89S 1043433.39E  6 3579.001-9-9.99  6.852  666.322  92.201  10.752 323.501 
22STC083  120160721141509 073457.22S 1043433.59E  6 3583.001-9-9.99  6.822  665.992  92.201  10.722 323.501 
22STC083  120160721141510 073457.50S 1043433.81E  6 3587.101-9-9.99  6.802  665.672  92.201  10.702 323.501 
22STC083  120160721141511 073457.79S 1043434.03E  6 3591.101-9-9.99  6.772  665.342  92.301  10.672 323.601 
22STC083  120160721141512 073458.08S 1043434.25E  6 3595.001-9-9.99  6.742  665.022  92.301  10.632 323.601 
22STC083  120160721141513 073458.33S 1043434.49E  6 3599.001-9-9.99  6.712  664.702  92.401  10.592 323.701 
22STC083  120160721141514 073458.62S 1043434.71E  6 3602.901-9-9.99  6.672  664.392  92.401  10.552 323.801 
22STC083  120160721141515 073458.91S 1043434.96E  6 3606.801-9-9.99  6.632  664.082  92.501  10.512 324.001 
22STC083  120160721141516 073459.23S 1043435.21E  6 3610.601-9-9.99  6.592  663.772  92.501  10.462 324.101 
22STC083  120160721141517 073459.52S 1043435.43E  6 3614.401-9-9.99  6.552  663.472  92.501  10.412 324.201 
22STC083  120160721141518 073459.81S 1043435.62E  6 3618.201-9-9.99  6.522  663.162  92.501  10.362 324.401 
22STC083  120160721141519 073500.02S 1043435.84E  6 3622.101-9-9.99  6.502  662.852  92.401  10.302 324.601 
22STC083  120160721141520 073500.28S 1043436.06E  6 3626.001-9-9.99  6.482  662.532  92.301  10.232 324.701 
22STC083  120160721141521 073500.49S 1043436.25E  6 3630.001-9-9.99  6.472  662.222  92.101  10.162 324.901 
22STC083  120160721141522 073500.78S 1043436.44E  6 3633.801-9-9.99  6.462  661.912  91.901  10.092 325.001 
22STC083  120160721141523 073501.07S 1043436.64E  6 3637.601-9-9.99  6.462  661.612  91.701  10.012 325.101 
22STC083  120160721141524 073501.39S 1043436.83E  6 3641.201-9-9.99  6.452  661.322  91.601   9.932 325.301 
22STC083  120160721141525 073501.72S 1043437.05E  6 3644.801-9-9.99  6.442  661.032  91.401   9.852 325.401 
22STC083  120160721141526 073502.04S 1043437.24E  6 3648.501-9-9.99  6.432  660.742  91.301   9.772 325.501 
22STC083  120160721141527 073502.36S 1043437.40E  6 3652.101-9-9.99  6.412  660.442  91.301   9.692 325.701 
22STC083  120160721141528 073502.65S 1043437.62E  6 3655.801-9-9.99  6.392  660.152  91.201   9.612 325.801 
22STC083  120160721141529 073502.90S 1043437.82E  6 3659.601-9-9.99  6.372  659.852  91.101   9.532 326.001 
22STC083  120160721141530 073503.19S 1043437.95E  6 3663.301-9-9.99  6.352  659.552  91.101   9.462 326.201 
22STC083  120160721141531 073503.41S 1043438.15E  6 3667.001-9-9.99  6.332  659.252  91.001   9.392 326.301 
22STC083  120160721141532 073503.62S 1043438.31E  6 3670.801-9-9.99  6.302  658.952  90.901   9.322 326.501 
22STC083  120160721141533 073503.88S 1043438.50E  6 3674.701-9-9.99  6.282  658.642  90.801   9.262 326.601 
22STC083  120160721141534 073504.13S 1043438.67E  6 3678.801-9-9.99  6.262  658.322  90.801   9.202 326.801 
22STC083  120160721141535 073504.42S 1043438.86E  6 3683.001-9-9.99  6.242  657.982  90.601   9.152 326.901 
22STC083  120160721141536 073504.67S 1043439.03E  6 3687.501-9-9.99  6.232  657.622  90.401   9.092 327.001 
22STC083  120160721141537 073504.96S 1043439.19E  6 3692.101-9-9.99  6.232  657.252  90.001   9.032 327.101 
22STC083  120160721141538 073505.24S 1043439.35E  6 3696.801-9-9.99  6.262  656.882  89.501   8.962 327.301 
22STC083  120160721141539 073505.50S 1043439.46E  6 3701.301-9-9.99  6.292  656.522  89.001   8.902 327.401 
22STC083  120160721141540 073505.71S 1043439.60E  6 3705.601-9-9.99  6.342  656.182  88.501   8.842 327.501 
22STC083  120160721141541 073505.93S 1043439.77E  6 3709.601-9-9.99  6.392  655.862  88.201   8.792 327.601 
22STC083  120160721141542 073506.14S 1043439.93E  6 3713.501-9-9.99  6.422  655.552  87.901   8.732 327.701 
22STC083  120160721141543 073506.32S 1043440.15E  6 3717.301-9-9.99  6.422  655.252  87.801   8.692 327.801 
22STC083  120160721141544 073506.54S 1043440.34E  6 3721.101-9-9.99  6.412  654.952  87.701   8.642 327.901 
22STC083  120160721141545 073506.76S 1043440.51E  6 3725.001-9-9.99  6.382  654.642  87.701   8.602 328.001 
22STC083  120160721141546 073507.01S 1043440.65E  6 3729.001-9-9.99  6.342  654.322  87.701   8.562 328.101 
22STC083  120160721141547 073507.30S 1043440.81E  6 3733.001-9-9.99  6.312  654.002  87.601   8.532 328.101 
22STC083  120160721141548 073507.55S 1043440.92E  6 3737.101-9-9.99  6.282  653.672  87.601   8.502 328.201 
22STC083  120160721141549 073507.76S 1043441.06E  6 3741.301-9-9.99  6.272  653.342  87.601   8.482 328.201 
22STC083  120160721141550 073508.02S 1043441.20E  6 3745.601-9-9.99  6.262  653.012  87.501   8.462 328.301 
22STC083  120160721141551 073508.23S 1043441.39E  6 3749.801-9-9.99  6.262  652.672  87.401   8.462 328.301 
22STC083  120160721141552 073508.48S 1043441.55E  6 3754.001-9-9.99  6.252  652.342  87.301   8.452 328.301 
22STC083  120160721141553 073508.74S 1043441.74E  6 3758.201-9-9.99  6.242  652.012  87.201   8.452 328.401 
22STC083  120160721141554 073509.02S 1043441.96E  6 3762.401-9-9.99  6.222  651.682  87.101   8.462 328.401 
22STC083  120160721141555 073509.24S 1043442.13E  6 3766.601-9-9.99  6.192  651.342  87.101   8.472 328.401 
22STC083  120160721141556 073509.49S 1043442.32E  6 3770.701-9-9.99  6.162  651.022  87.001   8.472 328.401 
22STC083  120160721141557 073509.74S 1043442.46E  6 3774.901-9-9.99  6.132  650.692  87.001   8.472 328.301 
22STC083  120160721141558 073509.96S 1043442.54E  6 3779.001-9-9.99  6.102  650.362  87.001   8.472 328.201 
22STC083  120160721141559 073510.21S 1043442.60E  6 3783.201-9-9.99  6.072  650.032  87.001   8.482 328.001 
22STC083  120160721141600 073510.43S 1043442.71E  6 3787.601-9-9.99  6.042  649.692  86.901   8.492 327.801 
22STC083  120160721141601 073510.64S 1043442.84E  6 3792.101-9-9.99  6.022  649.332  86.901   8.512 327.701 
22STC083  120160721141602 073510.90S 1043443.01E  6 3796.801-9-9.99  5.992  648.962  86.901   8.542 327.501 
22STC083  120160721141603 073511.15S 1043443.17E  6 3801.501-9-9.99  5.962  648.592  86.901   8.562 327.401 
22STC083  120160721141604 073511.40S 1043443.39E  6 3806.301-9-9.99  5.932  648.212  86.901   8.592 327.301 
22STC083  120160721141605 073511.69S 1043443.58E  6 3811.001-9-9.99  5.902  647.842  86.901   8.612 327.201 
22STC083  120160721141606 073511.98S 1043443.75E  6 3815.801-9-9.99  5.872  647.472  86.801   8.642 327.101 
22STC083  120160721141607 073512.23S 1043443.94E  6 3820.501-9-9.99  5.842  647.092  86.801   8.662 326.901 
22STC083  120160721141608 073512.52S 1043444.11E  6 3825.301-9-9.99  5.812  646.722  86.801   8.692 326.701 
22STC083  120160721141609 073512.77S 1043444.24E  6 3830.201-9-9.99  5.792  646.342  86.701   8.722 326.401 
22STC083  120160721141610 073512.98S 1043444.41E  6 3835.201-9-9.99  5.762  645.952  86.601   8.742 326.101 
22STC083  120160721141611 073513.20S 1043444.55E  6 3840.301-9-9.99  5.742  645.542  86.501   8.762 325.701 
22STC083  120160721141612 073513.45S 1043444.68E  6 3845.701-9-9.99  5.722  645.122  86.401   8.772 325.301 
22STC083  120160721141613 073513.70S 1043444.82E  6 3851.001-9-9.99  5.702  644.702  86.401   8.772 325.001 
22STC083  120160721141614 073513.92S 1043444.99E  6 3856.401-9-9.99  5.672  644.282  86.401   8.772 324.601 
22STC083  120160721141615 073514.17S 1043445.15E  6 3862.001-9-9.99  5.632  643.852  86.301   8.762 324.301 
22STC083  120160721141616 073514.42S 1043445.34E  6 3867.501-9-9.99  5.602  643.412  86.401   8.742 323.901 
22STC083  120160721141617 073514.60S 1043445.59E  6 3873.101-9-9.99  5.562  642.982  86.401   8.732 323.501 
22STC083  120160721141618 073514.78S 1043445.81E  6 3878.701-9-9.99  5.512  642.542  86.501   8.712 323.001 
22STC083  120160721141619 073514.93S 1043446.08E  6 3884.301-9-9.99  5.462  642.102  86.601   8.702 322.601 
22STC083  120160721141620 073515.14S 1043446.33E  6 3890.001-9-9.99  5.412  641.662  86.801   8.692 322.201 
22STC083  120160721141621 073515.40S 1043446.55E  6 3895.701-9-9.99  5.352  641.212  87.001   8.682 321.801 
22STC083  120160721141622 073515.76S 1043446.72E  6 3901.301-9-9.99  5.302  640.772  87.201   8.672 321.501 
22STC083  120160721141623 073516.15S 1043446.85E  6 3907.001-9-9.99  5.242  640.332  87.401   8.652 321.201 
22STC083  120160721141624 073516.51S 1043446.96E  6 3912.901-9-9.99  5.192  639.872  87.701   8.642 320.901 
22STC083  120160721141625 073516.80S 1043447.13E  6 3918.901-9-9.99  5.142  639.402  87.901   8.622 320.701 
22STC083  120160721141626 073517.02S 1043447.32E  6 3925.001-9-9.99  5.092  638.932  88.101   8.612 320.601 
22STC083  120160721141627 073517.20S 1043447.48E  6 3931.101-9-9.99  5.042  638.462  88.301   8.602 320.501 
22STC083  120160721141628 073517.38S 1043447.70E  6 3936.901-9-9.99  5.002  638.002  88.301   8.592 320.401 
22STC083  120160721141629 073517.56S 1043447.92E  6 3942.501-9-9.99  4.972  637.562  88.301   8.582 320.401 
22STC083  120160721141630 073517.70S 1043448.23E  6 3948.001-9-9.99  4.952  637.142  88.201   8.572 320.301 
22STC083  120160721141631 073517.84S 1043448.50E  6 3953.301-9-9.99  4.932  636.732  88.001   8.552 320.201 
22STC083  120160721141632 073517.99S 1043448.80E  6 3958.501-9-9.99  4.912  636.332  87.901   8.522 320.101 
22STC083  120160721141633 073518.06S 1043448.97E  6 3963.601-9-9.99  4.892  635.932  87.801   8.492 319.901 
22STC083  120160721141634 073518.20S 1043449.08E  6 3968.601-9-9.99  4.862  635.552  87.701   8.462 319.701 
22STC083  120160721141635 073518.42S 1043449.11E  6 3973.401-9-9.99  4.832  635.172  87.601   8.432 319.501 
22STC083  120160721141636 073518.71S 1043449.22E  6 3978.201-9-9.99  4.792  634.802  87.601   8.402 319.201 
22STC083  120160721141637 073519.03S 1043449.41E  6 3983.001-9-9.99  4.752  634.432  87.701   8.372 318.901 
22STC083  120160721141638 073519.32S 1043449.68E  6 3987.801-9-9.99  4.712  634.062  87.701   8.342 318.701 
22STC083  120160721141639 073519.57S 1043449.98E  6 3992.601-9-9.99  4.672  633.692  87.701   8.312 318.501 
22STC083  120160721141640 073519.75S 1043450.23E  6 3997.401-9-9.99  4.642  633.312  87.801   8.282 318.301 
22STC083  120160721141641 073519.93S 1043450.42E  6 4002.401-9-9.99  4.612  632.932  87.901   8.262 318.201 
22STC083  120160721141642 073520.15S 1043450.56E  6 4007.401-9-9.99  4.582  632.542  88.001   8.242 318.101 
22STC083  120160721141643 073520.36S 1043450.70E  6 4012.501-9-9.99  4.552  632.152  88.201   8.212 317.901 
22STC083  120160721141644 073520.58S 1043450.84E  6 4017.601-9-9.99  4.522  631.752  88.401   8.192 317.801 
22STC083  120160721141645 073520.76S 1043451.00E  6 4022.701-9-9.99  4.492  631.362  88.601   8.172 317.701 
22STC083  120160721141646 073520.94S 1043451.14E  6 4027.801-9-9.99  4.452  630.972  88.701   8.142 317.601 
22STC083  120160721141647 073521.16S 1043451.28E  6 4032.801-9-9.99  4.412  630.582  88.801   8.122 317.501 
22STC083  120160721141648 073521.41S 1043451.41E  6 4037.901-9-9.99  4.372  630.192  88.801   8.112 317.401 
22STC083  120160721141649 073521.66S 1043451.63E  6 4042.901-9-9.99  4.332  629.812  88.801   8.092 317.301 
22STC083  120160721141650 073521.88S 1043451.88E  6 4047.901-9-9.99  4.282  629.422  88.801   8.082 317.101 
22STC083  120160721141651 073522.02S 1043452.10E  6 4052.901-9-9.99  4.242  629.042  88.901   8.092 316.901 
22STC083  120160721141652 073522.16S 1043452.35E  6 4058.001-9-9.99  4.202  628.652  89.001   8.092 316.701 
22STC083  120160721141653 073522.34S 1043452.57E  6 4063.001-9-9.99  4.152  628.262  89.101   8.102 316.501 
22STC083  120160721141654 073522.56S 1043452.79E  6 4068.101-9-9.99  4.112  627.872  89.201   8.122 316.201 
22STC083  120160721141655 073522.81S 1043453.03E  6 4073.301-9-9.99  4.082  627.472  89.401   8.142 315.901 
22STC083  120160721141656 073523.03S 1043453.28E  6 4078.601-9-9.99  4.052  627.072  89.701   8.162 315.501 
22STC083  120160721141657 073523.24S 1043453.47E  6 4083.901-9-9.99  4.022  626.662  89.901   8.202 315.001 
22STC083  120160721141658 073523.42S 1043453.66E  6 4089.401-9-9.99  3.992  626.242  90.301   8.232 314.601 
22STC083  120160721141659 073523.60S 1043453.75E  6 4094.901-9-9.99  3.952  625.822  90.601   8.272 314.101 
22STC083  120160721141700 073523.86S 1043453.86E  6 4100.501-9-9.99  3.922  625.392  90.901   8.312 313.701 
22STC083  120160721141701 073524.07S 1043454.05E  6 4106.001-9-9.99  3.872  624.972  91.101   8.352 313.301 
22STC083  120160721141702 073524.29S 1043454.27E  6 4111.201-9-9.99  3.822  624.572  91.301   8.382 313.001 
22STC083  120160721141703 073524.40S 1043454.49E  6 4116.301-9-9.99  3.772  624.182  91.501   8.412 312.701 
22STC083  120160721141704 073524.47S 1043454.71E  6 4121.501-9-9.99  3.722  623.792  91.701   8.422 312.401 
22STC083  120160721141705 073524.54S 1043454.85E  6 4126.901-9-9.99  3.672  623.382  91.901   8.422 312.201 
22STC083  120160721141706 073524.65S 1043454.98E  6 4132.501-9-9.99  3.622  622.952  92.101   8.412 312.001 
22STC083  120160721141707 073524.83S 1043455.18E  6 4138.301-9-9.99  3.572  622.502  92.301   8.402 311.801 
22STC083  120160721141708 073525.01S 1043455.37E  6 4144.101-9-9.99  3.512  622.062  92.401   8.382 311.601 
22STC083  120160721141709 073525.22S 1043455.70E  6 4149.601-9-9.99  3.452  621.642  92.601   8.382 311.301 
22STC083  120160721141710 073525.48S 1043456.05E  6 4154.901-9-9.99  3.402  621.242  92.801   8.372 311.101 
22STC083  120160721141711 073525.76S 1043456.38E  6 4160.101-9-9.99  3.352  620.852  93.001   8.372 310.901 
22STC083  120160721141712 073526.09S 1043456.69E  6 4165.201-9-9.99  3.302  620.462  93.101   8.372 310.701 
22STC083  120160721141713 073526.41S 1043456.91E  6 4170.401-9-9.99  3.262  620.062  93.301   8.382 310.501 
22STC083  120160721141714 073526.63S 1043456.99E  6 4175.601-9-9.99  3.212  619.672  93.501   8.412 310.401 
22STC083  120160721141715 073526.77S 1043457.15E  6 4180.601-9-9.99  3.162  619.292  93.701   8.462 310.101 
22STC083  120160721141716 073526.88S 1043457.37E  6 4185.501-9-9.99  3.112  618.912  93.901   8.522 309.901 
22STC083  120160721141717 073526.95S 1043457.62E  6 4190.301-9-9.99  3.072  618.552  94.101   8.602 309.601 
22STC083  120160721141718 073527.10S 1043457.98E  6 4195.101-9-9.99  3.022  618.192  94.301   8.682 309.401 
22STC083  120160721141719 073527.28S 1043458.33E  6 4200.001-9-9.99  2.982  617.822  94.401   8.772 309.201 
22STC083  120160721141720 073527.49S 1043458.61E  6 4205.001-9-9.99  2.932  617.442  94.601   8.862 309.101 
22STC083  120160721141721 073527.74S 1043458.88E  6 4210.201-9-9.99  2.892  617.042  94.801   8.952 309.001 
22STC083  120160721141722 073527.92S 1043459.02E  6 4215.701-9-9.99  2.852  616.632  94.901   9.032 308.901 
22STC083  120160721141723 073528.07S 1043459.16E  6 4221.401-9-9.99  2.812  616.192  94.901   9.112 308.901 
22STC083  120160721141724 073528.21S 1043459.30E  6 4227.201-9-9.99  2.772  615.762  94.901   9.182 308.901 
22STC083  120160721141725 073528.43S 1043459.40E  6 4232.901-9-9.99  2.752  615.322  94.901   9.252 309.001 
22STC083  120160721141726 073528.61S 1043459.51E  6 4238.401-9-9.99  2.722  614.912  94.901   9.322 309.201 
22STC083  120160721141727 073528.79S 1043459.71E  6 4243.501-9-9.99  2.702  614.522  94.901   9.382 309.501 
22STC083  120160721141728 073528.93S 1043459.95E  6 4248.401-9-9.99  2.692  614.152  94.901   9.432 309.801 
22STC083  120160721141729 073529.11S 1043500.23E  6 4253.301-9-9.99  2.672  613.782  94.901   9.482 310.101 
22STC083  120160721141730 073529.29S 1043500.56E  6 4258.201-9-9.99  2.652  613.412  94.901   9.512 310.401 
22STC083  120160721141731 073529.47S 1043500.86E  6 4263.301-9-9.99  2.632  613.032  94.901   9.552 310.801 
22STC083  120160721141732 073529.65S 1043501.14E  6 4268.501-9-9.99  2.612  612.642  94.901   9.592 311.201 
22STC083  120160721141733 073529.87S 1043501.44E  6 4273.801-9-9.99  2.582  612.242  95.001   9.652 311.601 
22STC083  120160721141734 073530.08S 1043501.71E  6 4279.001-9-9.99  2.562  611.852  95.001   9.712 311.901 
22STC083  120160721141735 073530.34S 1043502.04E  6 4284.201-9-9.99  2.532  611.462  95.001   9.792 312.201 
22STC083  120160721141736 073530.55S 1043502.37E  6 4289.301-9-9.99  2.522  611.072  95.101   9.882 312.401 
22STC083  120160721141737 073530.73S 1043502.73E  6 4294.501-9-9.99  2.512  610.692  95.201   9.972 312.701 
22STC083  120160721141738 073530.91S 1043503.00E  6 4299.601-9-9.99  2.502  610.302  95.301  10.062 312.901 
22STC083  120160721141739 073531.13S 1043503.31E  6 4304.701-9-9.99  2.502  609.922  95.401  10.162 313.201 
22STC083  120160721141740 073531.42S 1043503.52E  6 4309.701-9-9.99  2.502  609.542  95.601  10.262 313.501 
22STC083  120160721141741 073531.74S 1043503.77E  6 4314.701-9-9.99  2.502  609.172  95.701  10.352 313.801 
22STC083  120160721141742 073532.10S 1043504.02E  6 4319.801-9-9.99  2.492  608.792  95.801  10.442 314.101 
22STC083  120160721141743 073532.39S 1043504.32E  6 4324.901-9-9.99  2.492  608.402  95.801  10.532 314.501 
22STC083  120160721141744 073532.64S 1043504.51E  6 4330.101-9-9.99  2.472  608.022  95.801  10.622 314.801 
22STC083  120160721141745 073532.89S 1043504.71E  6 4335.401-9-9.99  2.462  607.622  95.801  10.692 315.101 
22STC083  120160721141746 073533.14S 1043504.87E  6 4340.601-9-9.99  2.442  607.232  95.801  10.772 315.601 
22STC083  120160721141747 073533.47S 1043505.09E  6 4345.901-9-9.99  2.412  606.842  95.801  10.842 316.001 
22STC083  120160721141748 073533.76S 1043505.36E  6 4351.101-9-9.99  2.372  606.452  95.901  10.912 316.501 
22STC083  120160721141749 073534.01S 1043505.67E  6 4356.301-9-9.99  2.342  606.062  95.901  10.962 317.001 
22STC083  120160721141750 073534.26S 1043505.97E  6 4361.601-9-9.99  2.302  605.672  95.901  11.012 317.501 
22STC083  120160721141751 073534.44S 1043506.22E  6 4366.901-9-9.99  2.262  605.272  95.801  11.042 318.101 
22STC083  120160721141752 073534.69S 1043506.41E  6 4372.201-9-9.99  2.232  604.882  95.701  11.062 318.601 
22STC083  120160721141753 073534.98S 1043506.57E  6 4377.601-9-9.99  2.212  604.482  95.601  11.072 319.001 
22STC083  120160721141754 073535.34S 1043506.82E  6 4382.901-9-9.99  2.192  604.082  95.401  11.092 319.301 
22STC083  120160721141755 073535.70S 1043507.12E  6 4388.101-9-9.99  2.172  603.692  95.201  11.102 319.601 
22STC083  120160721141756 073535.99S 1043507.45E  6 4393.301-9-9.99  2.142  603.312  95.101  11.112 319.801 
22STC083  120160721141757 073536.20S 1043507.75E  6 4398.501-9-9.99  2.112  602.922  95.001  11.122 320.001 
22STC083  120160721141758 073536.38S 1043508.03E  6 4403.601-9-9.99  2.062  602.542  95.001  11.122 320.101 
22STC083  120160721141759 073536.67S 1043508.22E  6 4408.701-9-9.99  2.022  602.172  94.901  11.122 320.301 
22STC083  120160721141800 073536.92S 1043508.41E  6 4413.701-9-9.99  1.982  601.792  95.001  11.132 320.501 
22STC083  120160721141801 073537.28S 1043508.58E  6 4418.901-9-9.99  1.942  601.412  95.201  11.132 320.801 
22STC083  120160721141802 073537.68S 1043508.85E  6 4424.101-9-9.99  1.912  601.032  95.501  11.142 321.101 
22STC083  120160721141803 073538.04S 1043509.10E  6 4429.401-9-9.99  1.882  600.642  95.801  11.132 321.301 
22STC083  120160721141804 073538.29S 1043509.35E  6 4434.801-9-9.99  1.862  600.242  96.201  11.122 321.601 
22STC083  120160721141805 073538.54S 1043509.59E  6 4440.301-9-9.99  1.852  599.832  96.601  11.102 321.901 
22STC083  120160721141806 073538.80S 1043509.81E  6 4445.801-9-9.99  1.842  599.422  97.101  11.082 322.201 
22STC083  120160721141807 073539.08S 1043510.12E  6 4451.501-9-9.99  1.832  599.002  97.501  11.072 322.501 
22STC083  120160721141808 073539.44S 1043510.39E  6 4457.201-9-9.99  1.832  598.582  98.001  11.072 322.901 
22STC083  120160721141809 073539.88S 1043510.69E  6 4462.801-9-9.99  1.812  598.172  98.301  11.072 323.201 
22STC083  120160721141810 073540.27S 1043510.89E  6 4468.201-9-9.99  1.792  597.772  98.601  11.062 323.501 
22STC083  120160721141811 073540.63S 1043511.08E  6 4473.401-9-9.99  1.762  597.392  98.701  11.052 323.801 
22STC083  120160721141812 073540.85S 1043511.22E  6 4478.301-9-9.99  1.732  597.022  98.901  11.032 324.101 
22STC083  120160721141813 073541.03S 1043511.35E  6 4483.101-9-9.99  1.692  596.672  99.001  11.012 324.401 
22STC083  120160721141814 073541.14S 1043511.57E  6 4487.901-9-9.99  1.652  596.322  99.001  10.982 324.701 
22STC083  120160721141815 073541.35S 1043511.87E  6 4492.701-9-9.99  1.602  595.972  99.101  10.962 325.001 
22STC083  120160721141816 073541.60S 1043512.20E  6 4497.501-9-9.99  1.562  595.622  99.201  10.932 325.201 
22STC083  120160721141817 073541.96S 1043512.51E  6 4502.301-9-9.99  1.522  595.262  99.301  10.892 325.501 
22STC083  120160721141818 073542.32S 1043512.78E  6 4507.201-9-9.99  1.482  594.902  99.401  10.842 325.801 
22STC083  120160721141819 073542.68S 1043512.95E  6 4512.101-9-9.99  1.442  594.542  99.501  10.792 326.001 
22STC083  120160721141820 073543.01S 1043513.06E  6 4517.201-9-9.99  1.412  594.172  99.601  10.742 326.301 
22STC083  120160721141821 073543.33S 1043513.17E  6 4522.301-9-9.99  1.382  593.792  99.701  10.692 326.601 
22STC083  120160721141822 073543.69S 1043513.28E  6 4527.601-9-9.99  1.362  593.402  99.801  10.662 326.901 
22STC083  120160721141823 073544.09S 1043513.39E  6 4533.201-9-9.99  1.342  593.002  99.901  10.632 327.301 
22STC083  120160721141824 073544.45S 1043513.44E  6 4538.901-9-9.99  1.322  592.582 100.001  10.612 327.701 
22STC083  120160721141825 073544.74S 1043513.60E  6 4544.701-9-9.99  1.302  592.152 100.001  10.582 328.101 
22STC083  120160721141826 073544.95S 1043513.82E  6 4550.601-9-9.99  1.292  591.722 100.001  10.562 328.601 
22STC083  120160721141827 073545.13S 1043514.10E  6 4556.601-9-9.99  1.292  591.282 100.001  10.532 329.001 
22STC083  120160721141828 073545.31S 1043514.43E  6 4562.601-9-9.99  1.292  590.842 100.001  10.522 329.401 
22STC083  120160721141829 073545.56S 1043514.76E  6 4568.701-9-9.99  1.292  590.402 100.001  10.512 329.801 
22STC083  120160721141830 073545.89S 1043515.03E  6 4574.701-9-9.99  1.292  589.972 100.001  10.512 330.101 
22STC083  120160721141831 073546.28S 1043515.23E  6 4580.501-9-9.99  1.272  589.542 100.001  10.512 330.401 
22STC083  120160721141832 073546.68S 1043515.36E  6 4586.101-9-9.99  1.252  589.132 100.001  10.512 330.601 
22STC083  120160721141833 073547.04S 1043515.47E  6 4591.801-9-9.99  1.232  588.722 100.001  10.522 330.801 
22STC083  120160721141834 073547.33S 1043515.53E  6 4597.401-9-9.99  1.202  588.312 100.001  10.522 331.001 
22STC083  120160721141835 073547.58S 1043515.61E  6 4603.201-9-9.99  1.172  587.902 100.001  10.522 331.201 
22STC083  120160721141836 073547.87S 1043515.69E  6 4608.901-9-9.99  1.152  587.482 100.001  10.532 331.301 
22STC083  120160721141837 073548.16S 1043515.83E  6 4614.701-9-9.99  1.122  587.052 100.001  10.522 331.501 
22STC083  120160721141838 073548.44S 1043516.02E  6 4620.601-9-9.99  1.102  586.632 100.001  10.512 331.701 
22STC083  120160721141839 073548.73S 1043516.21E  6 4626.401-9-9.99  1.082  586.212 100.001  10.502 331.901 
22STC083  120160721141840 073548.95S 1043516.49E  6 4632.101-9-9.99  1.052  585.802 100.001  10.482 332.101 
22STC083  120160721141841 073549.24S 1043516.68E  6 4637.601-9-9.99  1.032  585.402 100.001  10.472 332.201 
22STC083  120160721141842 073549.56S 1043516.87E  6 4642.901-9-9.99  1.002  585.012 100.001  10.472 332.301 
22STC083  120160721141843 073550.03S 1043517.01E  6 4648.001-9-9.99  0.972  584.652 100.001  10.482 332.401 
22STC083  120160721141844 073550.46S 1043517.15E  6 4653.101-9-9.99  0.942  584.282 100.001  10.492 332.501 
22STC083  120160721141845 073550.86S 1043517.34E  6 4658.101-9-9.99  0.912  583.922 100.001  10.512 332.701 
22STC083  120160721141846 073551.18S 1043517.48E  6 4663.201-9-9.99  0.892  583.552 100.001  10.532 332.801 
22STC083  120160721141847 073551.43S 1043517.59E  6 4668.301-9-9.99  0.862  583.182 100.001  10.562 332.901 
22STC083  120160721141848 073551.65S 1043517.72E  6 4673.501-9-9.99  0.842  582.812 100.001  10.602 333.001 
22STC083  120160721141849 073551.90S 1043517.92E  6 4678.701-9-9.99  0.812  582.432 100.001  10.642 333.101 
22STC083  120160721141850 073552.22S 1043518.14E  6 4683.901-9-9.99  0.782  582.062 100.001  10.692 333.201 
22STC083  120160721141851 073552.55S 1043518.38E  6 4689.101-9-9.99  0.742  581.692 100.001  10.742 333.301 
22STC083  120160721141852 073552.91S 1043518.63E  6 4694.201-9-9.99  0.702  581.312 100.001  10.782 333.301 
22STC083  120160721141853 073553.27S 1043518.77E  6 4699.601-9-9.99  0.672  580.932 100.001  10.812 333.301 
22STC083  120160721141854 073553.59S 1043518.88E  6 4705.201-9-9.99  0.632  580.522 100.001  10.842 333.301 
22STC083  120160721141855 073553.95S 1043518.96E  6 4711.101-9-9.99  0.602  580.102 100.001  10.862 333.301 
22STC083  120160721141856 073554.28S 1043519.07E  6 4717.201-9-9.99  0.572  579.672 100.001  10.882 333.301 
22STC083  120160721141857 073554.56S 1043519.21E  6 4723.301-9-9.99  0.532  579.232 100.001  10.892 333.301 
22STC083  120160721141858 073554.78S 1043519.35E  6 4729.301-9-9.99  0.502  578.802 100.001  10.912 333.401 
22STC083  120160721141859 073555.03S 1043519.54E  6 4735.001-9-9.99  0.472  578.392 100.001  10.912 333.401 
